trackingcode,shippingmethod,fromzip,tozip,acceptedat,deliveredat,zip_group_to,transit_time,day_of_week
779893230147,FEDEX.GROUND,75211,76645,2020-01-27T16:26:00-06:00,2020-01-28T10:33:22-06:00,766,1,Monday
779895789580,FEDEX.GROUND,75211,95843,2020-01-27T00:00:00,2020-01-30T09:01:29-08:00,958,3,Monday
779946075063,FEDEX.GROUND,75211,87120,2020-01-28T15:52:00-06:00,2020-01-31T10:22:19-07:00,871,3,Tuesday
779917527264,FEDEX.GROUND,75211,70058,2020-01-27T15:47:00-06:00,2020-01-29T09:55:25-06:00,700,2,Monday
390120871360,FEDEX.GROUND,75211,76108,2020-02-03T16:10:00-06:00,2020-02-04T09:07:26-06:00,761,1,Monday
779903626974,FEDEX.GROUND,75211,76028,2020-01-29T00:00:00,2020-01-30T11:54:14-06:00,760,1,Wednesday
390109301115,FEDEX.GROUND,75211,89014,2020-02-03T17:12:00-06:00,2020-02-07T10:34:41-08:00,890,4,Monday
390122574503,FEDEX.GROUND,75211,77071,2020-02-03T16:10:00-06:00,2020-02-04T10:59:51-06:00,770,1,Monday
390123075800,FEDEX.GROUND,75211,74601,2020-02-04T16:27:00-06:00,2020-02-06T11:05:21-06:00,746,2,Tuesday
390106992551,FEDEX.GROUND,75211,39211,2020-02-03T17:12:00-06:00,2020-02-05T10:02:58-06:00,392,2,Monday
390514416073,FEDEX.GROUND,75211,03867,2020-02-20T15:38:00-06:00,2020-02-25T09:06:27-05:00,038,3,Thursday
779946708845,FEDEX.GROUND,75211,75104,2020-01-28T15:52:00-06:00,2020-01-29T11:04:02-06:00,751,1,Tuesday
390106155393,FEDEX.GROUND,75211,78216,2020-02-05T00:00:00,2020-02-06T09:55:59-06:00,782,1,Wednesday
390121028721,FEDEX.GROUND,75211,76308,2020-02-03T16:10:00-06:00,2020-02-04T09:30:11-06:00,763,1,Monday
390101921535,FEDEX.GROUND,75211,79065,2020-02-03T16:10:00-06:00,2020-02-05T10:20:29-06:00,790,2,Monday
779913226091,FEDEX.GROUND,75211,68028,2020-01-27T15:47:00-06:00,2020-01-29T12:00:33-06:00,680,2,Monday
390110859130,FEDEX.GROUND,75211,92692,2020-02-03T00:00:00,2020-02-06T09:54:24-08:00,926,3,Monday
779946312619,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779934033410,FEDEX.GROUND,75211,78061,2020-01-28T00:00:00,2020-01-30T13:02:44-06:00,780,2,Tuesday
390121039486,FEDEX.GROUND,75211,77515,2020-02-03T16:10:00-06:00,2020-02-04T11:05:03-06:00,775,1,Monday
390129507500,FEDEX.GROUND,75211,72211,2020-02-05T00:00:00,2020-02-06T09:30:40-06:00,722,1,Wednesday
390685438121,FEDEX.GROUND,75211,54403,2020-02-27T00:00:00,2020-03-02T13:40:14-06:00,544,2,Thursday
390427267238,FEDEX.GROUND,75211,88101,2020-02-17T16:56:00-06:00,2020-02-18T10:21:58-06:00,881,0,Monday
390470891515,FEDEX.GROUND,75211,71467,2020-02-18T16:16:00-06:00,2020-02-19T12:44:29-06:00,714,1,Tuesday
779946311120,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
390421318473,FEDEX.GROUND,75211,78006,2020-02-17T15:54:00-06:00,2020-02-18T11:17:44-06:00,780,0,Monday
779901542596,FEDEX.GROUND,75211,98433,2020-01-27T00:00:00,2020-01-31T16:54:41-08:00,984,4,Monday
390120930970,FEDEX.GROUND,75211,75075,2020-02-03T16:10:00-06:00,2020-02-04T10:30:22-06:00,750,1,Monday
390120961567,FEDEX.GROUND,75211,77382,2020-02-03T16:10:00-06:00,2020-02-04T10:01:37-06:00,773,1,Monday
779900958096,FEDEX.GROUND,75211,78572,2020-01-27T00:00:00,2020-01-29T10:33:57-06:00,785,2,Monday
779915843196,FEDEX.GROUND,75211,72113,2020-01-27T15:47:00-06:00,2020-01-28T10:09:48-06:00,721,1,Monday
779946066437,FEDEX.GROUND,75211,87120,2020-01-28T15:52:00-06:00,2020-01-31T10:22:19-07:00,871,3,Tuesday
779945945367,FEDEX.GROUND,75211,66720,2020-01-28T15:52:00-06:00,2020-01-29T10:09:43-06:00,667,1,Tuesday
779946989204,FEDEX.GROUND,75211,58233,2020-01-28T15:52:00-06:00,2020-01-31T12:04:30-06:00,582,3,Tuesday
390120914105,FEDEX.GROUND,75211,72223,2020-02-03T16:10:00-06:00,2020-02-04T10:23:26-06:00,722,1,Monday
779919376086,FEDEX.GROUND,75211,94577,2020-01-27T17:31:00-06:00,2020-01-30T11:00:48-08:00,945,3,Monday
390105946729,FEDEX.GROUND,75211,43130,2020-02-04T00:00:00,2020-02-07T09:57:40-05:00,431,3,Tuesday
390118752442,FEDEX.GROUND,75211,78654,2020-02-03T16:10:00-06:00,2020-02-04T11:30:51-06:00,786,1,Monday
390101539180,FEDEX.GROUND,75211,85614,2020-02-03T16:10:00-06:00,2020-02-06T09:36:19-07:00,856,3,Monday
390106457876,FEDEX.GROUND,75211,75093,2020-02-03T00:00:00,2020-02-04T11:02:58-06:00,750,1,Monday
390119006819,FEDEX.GROUND,75211,67357,2020-02-03T16:10:00-06:00,2020-02-04T09:50:27-06:00,673,1,Monday
390119557125,FEDEX.GROUND,75211,88061,2020-02-03T16:10:00-06:00,2020-02-05T11:48:47-07:00,880,2,Monday
390446339453,FEDEX.GROUND,75211,76063,2020-02-17T15:50:00-06:00,2020-02-18T11:01:13-06:00,760,0,Monday
779939938223,FEDEX.GROUND,75211,77346,2020-01-28T16:03:00-06:00,2020-01-29T09:37:00-06:00,773,1,Tuesday
390117598924,FEDEX.GROUND,75211,77063,2020-02-03T16:10:00-06:00,2020-02-04T09:47:40-06:00,770,1,Monday
390106157525,FEDEX.GROUND,75211,73134,2020-02-05T00:00:00,2020-02-07T10:53:52-06:00,731,2,Wednesday
390114814688,FEDEX.GROUND,75211,31405,2020-02-03T18:26:00-06:00,2020-02-05T13:03:07-05:00,314,2,Monday
779945920250,FEDEX.GROUND,75211,88346,2020-01-28T15:52:00-06:00,2020-01-30T09:55:00-07:00,883,2,Tuesday
390110858350,FEDEX.GROUND,75211,92692,2020-02-03T00:00:00,2020-02-06T09:54:24-08:00,926,3,Monday
390430761550,FEDEX.GROUND,75211,78717,2020-02-17T15:50:00-06:00,2020-02-18T09:58:23-06:00,787,0,Monday
390441870977,FEDEX.GROUND,75211,78526,2020-02-17T15:50:00-06:00,2020-02-20T09:46:12-06:00,785,2,Monday
390105947298,FEDEX.GROUND,75211,75701,2020-02-04T00:00:00,2020-02-05T10:35:20-06:00,757,1,Tuesday
390119413421,FEDEX.GROUND,75211,71350,2020-02-03T16:10:00-06:00,2020-02-04T10:07:26-06:00,713,1,Monday
390109300450,FEDEX.GROUND,75211,89014,2020-02-03T17:12:00-06:00,2020-02-07T10:34:41-08:00,890,4,Monday
390532157410,FEDEX.GROUND,75211,70605,2020-02-20T00:00:00,2020-02-24T11:20:45-06:00,706,2,Thursday
779910971896,FEDEX.GROUND,75211,29466,2020-01-27T17:31:00-06:00,2020-01-30T10:04:44-05:00,294,3,Monday
779917472047,FEDEX.GROUND,75211,87110,2020-01-27T15:47:00-06:00,2020-01-30T09:24:19-07:00,871,3,Monday
779917225697,FEDEX.GROUND,75211,64093,2020-01-27T15:47:00-06:00,2020-01-29T09:54:48-06:00,640,2,Monday
390120993838,FEDEX.GROUND,75211,70520,2020-02-03T16:10:00-06:00,2020-02-05T09:10:16-06:00,705,2,Monday
779897482292,FEDEX.GROUND,75211,85257,2020-01-27T16:50:00-06:00,2020-01-30T10:09:38-07:00,852,3,Monday
779916654687,FEDEX.GROUND,75211,77429,2020-01-27T15:47:00-06:00,2020-01-28T09:53:28-06:00,774,1,Monday
779917949844,FEDEX.GROUND,75211,76053,2020-01-27T15:47:00-06:00,2020-01-28T10:47:13-06:00,760,1,Monday
779946319521,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
390427263243,FEDEX.GROUND,75211,77386,2020-02-17T16:56:00-06:00,2020-02-18T10:14:28-06:00,773,0,Monday
390534522062,FEDEX.GROUND,75211,39211,2020-02-20T17:16:00-06:00,2020-02-24T10:54:25-06:00,392,2,Thursday
779913056169,FEDEX.GROUND,75211,75146,2020-01-27T15:47:00-06:00,2020-01-28T11:43:35-06:00,751,1,Monday
779946317140,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779917160961,FEDEX.GROUND,75211,68521,2020-01-27T15:47:00-06:00,2020-01-29T08:43:30-06:00,685,2,Monday
779902148225,FEDEX.GROUND,75211,64114,2020-01-27T16:50:00-06:00,2020-01-29T14:54:10-06:00,641,2,Monday
779917850661,FEDEX.GROUND,75211,76111,2020-01-27T15:47:00-06:00,2020-01-28T09:28:46-06:00,761,1,Monday
390427270040,FEDEX.GROUND,75211,30360,2020-02-17T16:56:00-06:00,2020-02-19T09:51:49-05:00,303,1,Monday
390555518962,FEDEX.GROUND,75211,73644,2020-02-21T16:03:00-06:00,2020-02-24T10:16:42-06:00,736,1,Friday
390428759972,FEDEX.GROUND,75211,44646,2020-02-17T15:54:00-06:00,2020-02-20T10:38:06-05:00,446,2,Monday
779912285911,FEDEX.GROUND,75211,67156,2020-01-27T16:50:00-06:00,2020-01-28T11:34:29-06:00,671,1,Monday
779938689105,FEDEX.GROUND,75211,71220,2020-01-28T15:52:00-06:00,2020-01-29T12:59:05-06:00,712,1,Tuesday
779895789833,FEDEX.GROUND,75211,73072,2020-01-27T00:00:00,2020-01-28T15:27:51-06:00,730,1,Monday
390110084128,FEDEX.GROUND,75211,78244,2020-02-03T00:00:00,2020-02-04T14:39:56-06:00,782,1,Monday
779919375550,FEDEX.GROUND,75211,94577,2020-01-27T17:31:00-06:00,2020-01-30T11:00:48-08:00,945,3,Monday
779915863007,FEDEX.GROUND,75211,67114,2020-01-27T15:47:00-06:00,2020-01-28T09:02:04-06:00,671,1,Monday
779902787034,FEDEX.GROUND,75211,35125,2020-01-27T16:26:00-06:00,2020-01-30T09:30:46-06:00,351,3,Monday
779928271134,FEDEX.GROUND,75211,87402,2020-01-29T00:00:00,2020-02-03T09:53:55-07:00,874,3,Wednesday
779895788150,FEDEX.GROUND,75211,73072,2020-01-27T00:00:00,2020-01-28T15:27:51-06:00,730,1,Monday
390427267455,FEDEX.GROUND,75211,88101,2020-02-17T16:56:00-06:00,2020-02-18T10:21:58-06:00,881,0,Monday
390097425493,FEDEX.GROUND,75211,78621,2020-02-03T16:10:00-06:00,2020-02-04T09:39:35-06:00,786,1,Monday
779946965549,FEDEX.GROUND,75211,71049,2020-01-28T15:52:00-06:00,2020-01-29T12:11:05-06:00,710,1,Tuesday
390106155761,FEDEX.GROUND,75211,67226,2020-02-05T00:00:00,2020-02-07T10:59:14-06:00,672,2,Wednesday
780691948165,FEDEX.GROUND,75211,30518,2019-11-04T00:00:00,2019-11-06T11:31:25-05:00,305,2,Monday
390534760757,FEDEX.GROUND,75211,39402,2020-02-20T16:06:00-06:00,2020-02-24T09:18:21-06:00,394,2,Thursday
779917450502,FEDEX.GROUND,75211,85014,2020-01-27T16:50:00-06:00,2020-01-30T11:43:03-07:00,850,3,Monday
390106155360,FEDEX.GROUND,75211,67212,2020-02-05T00:00:00,2020-02-07T08:55:57-06:00,672,2,Wednesday
390106156367,FEDEX.GROUND,75211,80501,2020-02-05T00:00:00,2020-02-07T11:08:12-07:00,805,2,Wednesday
390109302177,FEDEX.GROUND,75211,74074,2020-02-03T17:12:00-06:00,2020-02-04T11:54:42-06:00,740,1,Monday
390129369569,FEDEX.GROUND,75211,77706,2020-02-05T00:00:00,2020-02-06T13:41:08-06:00,777,1,Wednesday
390119663053,FEDEX.GROUND,75211,78064,2020-02-03T16:10:00-06:00,2020-02-04T12:26:09-06:00,780,1,Monday
778201724358,FEDEX.GROUND,75211,33432,2019-11-22T00:00:00,2019-11-27T12:51:23-05:00,334,3,Friday
779947382633,FEDEX.GROUND,75211,70785,2020-01-28T15:52:00-06:00,2020-01-30T09:58:18-06:00,707,2,Tuesday
779917452700,FEDEX.GROUND,75211,30606,2020-01-27T16:50:00-06:00,2020-01-30T09:57:27-05:00,306,3,Monday
779928271318,FEDEX.GROUND,75211,73533,2020-01-29T00:00:00,2020-01-31T11:36:51-06:00,735,2,Wednesday
390532156181,FEDEX.GROUND,75211,67216,2020-02-20T00:00:00,2020-02-24T09:41:05-06:00,672,2,Thursday
779949796714,FEDEX.GROUND,75211,56401,2020-01-28T00:00:00,2020-02-03T13:06:12-06:00,564,4,Tuesday
779905300409,FEDEX.GROUND,75211,83716,2020-01-27T00:00:00,2020-01-30T11:27:31-07:00,837,3,Monday
779947281299,FEDEX.GROUND,75211,77365,2020-01-28T15:52:00-06:00,2020-01-29T09:09:10-06:00,773,1,Tuesday
779925110120,FEDEX.GROUND,75211,34103,2020-01-28T16:03:00-06:00,2020-01-31T13:53:02-05:00,341,3,Tuesday
779946318043,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779938704922,FEDEX.GROUND,75211,70506,2020-01-28T15:52:00-06:00,2020-01-30T09:45:33-06:00,705,2,Tuesday
779906980615,FEDEX.GROUND,75211,93021,2020-01-27T00:00:00,2020-01-30T16:21:07-08:00,930,3,Monday
390118056840,FEDEX.GROUND,75211,39042,2020-02-03T17:12:00-06:00,2020-02-05T10:13:44-06:00,390,2,Monday
779950045740,FEDEX.GROUND,75211,79915,2020-01-28T16:52:00-06:00,2020-01-31T14:20:40-07:00,799,3,Tuesday
779919795726,FEDEX.GROUND,75211,92843,2020-01-27T17:31:00-06:00,2020-01-30T11:44:39-08:00,928,3,Monday
779932725543,FEDEX.GROUND,75211,95973,2020-01-28T16:03:00-06:00,2020-01-31T13:50:58-08:00,959,3,Tuesday
390106154927,FEDEX.GROUND,75211,80501,2020-02-05T00:00:00,2020-02-07T11:08:12-07:00,805,2,Wednesday
390106155875,FEDEX.GROUND,75211,75069,2020-02-05T00:00:00,2020-02-05T09:48:23-06:00,750,0,Wednesday
779902512659,FEDEX.GROUND,75211,81052,2020-01-27T00:00:00,2020-01-29T10:55:36-07:00,810,2,Monday
779916714241,FEDEX.GROUND,75211,65674,2020-01-27T15:47:00-06:00,2020-01-29T10:12:45-06:00,656,2,Monday
390419326493,FEDEX.GROUND,75211,27703,2020-02-17T00:00:00,2020-02-20T13:55:37-05:00,277,2,Monday
390496231086,FEDEX.GROUND,75211,77449,2020-02-19T16:29:00-06:00,2020-02-20T11:49:10-06:00,774,1,Wednesday
390563030063,FEDEX.GROUND,75211,78563,2020-02-21T00:00:00,2020-02-25T12:11:47-06:00,785,2,Friday
779903760480,FEDEX.GROUND,75211,73069,2020-01-28T00:00:00,2020-01-30T16:46:07-06:00,730,2,Tuesday
779914807147,FEDEX.GROUND,75211,70455,2020-01-27T14:59:00-06:00,2020-01-29T11:19:09-06:00,704,2,Monday
779903627341,FEDEX.GROUND,75211,78232,2020-01-29T00:00:00,2020-01-30T10:21:27-06:00,782,1,Wednesday
390129251370,FEDEX.GROUND,75211,76063,2020-02-04T16:27:00-06:00,2020-02-06T10:40:30-06:00,760,2,Tuesday
390129910552,FEDEX.GROUND,75211,11725,2020-02-04T00:00:00,2020-02-07T10:24:09-05:00,117,3,Tuesday
390129369606,FEDEX.GROUND,75211,77706,2020-02-05T00:00:00,2020-02-06T13:41:08-06:00,777,1,Wednesday
779947370916,FEDEX.GROUND,75211,76021,2020-01-28T00:00:00,2020-01-29T10:34:33-06:00,760,1,Tuesday
779945907506,FEDEX.GROUND,75211,80134,2020-01-28T15:52:00-06:00,2020-01-30T08:32:38-07:00,801,2,Tuesday
390117387531,FEDEX.GROUND,75211,77093,2020-02-03T16:10:00-06:00,2020-02-04T11:06:39-06:00,770,1,Monday
779903629355,FEDEX.GROUND,75211,78232,2020-01-29T00:00:00,2020-01-30T10:21:27-06:00,782,1,Wednesday
390119553200,FEDEX.GROUND,75211,88061,2020-02-03T16:10:00-06:00,2020-02-05T11:48:47-07:00,880,2,Monday
779903965123,FEDEX.GROUND,75211,76114,2020-01-28T00:00:00,2020-01-30T08:43:12-06:00,761,2,Tuesday
779939939697,FEDEX.GROUND,75211,77346,2020-01-28T16:03:00-06:00,2020-01-29T09:37:00-06:00,773,1,Tuesday
779915671959,FEDEX.GROUND,75211,72209,2020-01-27T15:47:00-06:00,2020-01-28T08:52:45-06:00,722,1,Monday
779934032619,FEDEX.GROUND,75211,78061,2020-01-28T00:00:00,2020-01-30T13:02:44-06:00,780,2,Tuesday
779903627032,FEDEX.GROUND,75211,77304,2020-01-29T00:00:00,2020-01-30T12:01:27-06:00,773,1,Wednesday
390118574945,FEDEX.GROUND,75211,74066,2020-02-03T16:10:00-06:00,2020-02-04T12:03:06-06:00,740,1,Monday
390477794192,FEDEX.GROUND,75211,79845,2020-02-18T16:16:00-06:00,2020-02-20T12:02:43-06:00,798,2,Tuesday
779902785042,FEDEX.GROUND,75211,30024,2020-01-27T16:26:00-06:00,2020-01-30T10:09:06-05:00,300,3,Monday
779897492205,FEDEX.GROUND,75211,80123,2020-01-27T16:50:00-06:00,2020-01-29T08:36:31-07:00,801,2,Monday
779939938922,FEDEX.GROUND,75211,77346,2020-01-28T16:03:00-06:00,2020-01-29T09:37:00-06:00,773,1,Tuesday
779903627180,FEDEX.GROUND,75211,80905,2020-01-29T00:00:00,2020-02-01T11:09:53-07:00,809,2,Wednesday
390417247018,FEDEX.GROUND,75211,64154,2020-02-17T15:54:00-06:00,2020-02-19T12:48:40-06:00,641,1,Monday
390533865961,FEDEX.GROUND,75211,38501,2020-02-20T16:06:00-06:00,2020-02-24T09:02:39-06:00,385,2,Thursday
390430782720,FEDEX.GROUND,75211,67205,2020-02-17T15:50:00-06:00,2020-02-18T09:34:53-06:00,672,0,Monday
779920084403,FEDEX.GROUND,75211,80020,2020-01-27T16:50:00-06:00,2020-01-29T12:09:54-07:00,800,2,Monday
779917819838,FEDEX.GROUND,75211,80127,2020-01-27T15:47:00-06:00,2020-01-29T08:35:03-07:00,801,2,Monday
390103822336,FEDEX.GROUND,75211,77587,2020-02-03T00:00:00,2020-02-04T12:24:01-06:00,775,1,Monday
779946319510,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779928271190,FEDEX.GROUND,75211,75052,2020-01-29T00:00:00,2020-01-31T09:01:46-06:00,750,2,Wednesday
779938700802,FEDEX.GROUND,75211,70506,2020-01-28T15:52:00-06:00,2020-01-30T09:45:33-06:00,705,2,Tuesday
779917143086,FEDEX.GROUND,75211,74011,2020-01-27T15:47:00-06:00,2020-01-28T10:03:53-06:00,740,1,Monday
390120067034,FEDEX.GROUND,75211,32547,2020-02-03T17:12:00-06:00,2020-02-05T11:18:24-06:00,325,2,Monday
390117382746,FEDEX.GROUND,75211,77093,2020-02-03T16:10:00-06:00,2020-02-04T11:06:39-06:00,770,1,Monday
390533879420,FEDEX.GROUND,75211,77532,2020-02-20T16:06:00-06:00,2020-02-21T10:45:49-06:00,775,1,Thursday
779905357040,FEDEX.GROUND,75211,89508,2020-01-27T00:00:00,2020-01-30T11:53:44-08:00,895,3,Monday
779946506550,FEDEX.GROUND,75211,71483,2020-01-28T16:03:00-06:00,2020-01-29T17:08:02-06:00,714,1,Tuesday
390129507670,FEDEX.GROUND,75211,67209,2020-02-05T00:00:00,2020-02-07T09:58:06-06:00,672,2,Wednesday
779944438001,FEDEX.GROUND,75211,94520,2020-01-28T16:52:00-06:00,2020-01-31T12:59:52-08:00,945,3,Tuesday
779938685257,FEDEX.GROUND,75211,71220,2020-01-28T15:52:00-06:00,2020-01-29T12:59:05-06:00,712,1,Tuesday
779945353483,FEDEX.GROUND,75211,38655,2020-01-28T16:03:00-06:00,2020-01-30T10:53:46-06:00,386,2,Tuesday
779932726550,FEDEX.GROUND,75211,95973,2020-01-28T16:03:00-06:00,2020-01-31T13:50:58-08:00,959,3,Tuesday
779932807477,FEDEX.GROUND,75211,92604,2020-01-28T00:00:00,2020-01-31T14:55:41-08:00,926,3,Tuesday
390118920935,FEDEX.GROUND,75211,75126,2020-02-03T16:10:00-06:00,2020-02-04T09:59:45-06:00,751,1,Monday
390120084379,FEDEX.GROUND,75211,72404,2020-02-03T17:12:00-06:00,2020-02-05T11:32:43-06:00,724,2,Monday
779916629790,FEDEX.GROUND,75211,45315,2020-01-27T15:47:00-06:00,2020-01-30T10:21:34-05:00,453,3,Monday
390099978736,FEDEX.GROUND,75211,91355,2020-02-03T17:12:00-06:00,2020-02-06T11:46:50-08:00,913,3,Monday
390121032426,FEDEX.GROUND,75211,70520,2020-02-03T16:10:00-06:00,2020-02-05T09:10:16-06:00,705,2,Monday
779947347491,FEDEX.GROUND,75211,76302,2020-01-28T15:52:00-06:00,2020-01-29T08:59:16-06:00,763,1,Tuesday
390101538139,FEDEX.GROUND,75211,85614,2020-02-03T16:10:00-06:00,2020-02-06T09:36:19-07:00,856,3,Monday
390106995403,FEDEX.GROUND,75211,39211,2020-02-03T17:12:00-06:00,2020-02-05T15:28:13-06:00,392,2,Monday
390118573191,FEDEX.GROUND,75211,78660,2020-02-03T16:10:00-06:00,2020-02-04T10:26:29-06:00,786,1,Monday
779917920591,FEDEX.GROUND,75211,90250,2020-01-27T17:31:00-06:00,2020-01-30T11:44:46-08:00,902,3,Monday
390422603177,FEDEX.GROUND,75211,91364,2020-02-17T00:00:00,2020-02-20T10:43:13-08:00,913,2,Monday
779928271877,FEDEX.GROUND,75211,77304,2020-01-29T00:00:00,2020-01-31T11:24:50-06:00,773,2,Wednesday
390120674514,FEDEX.GROUND,75211,78539,2020-02-03T16:10:00-06:00,2020-02-05T09:27:13-06:00,785,2,Monday
390421318646,FEDEX.GROUND,75211,78006,2020-02-17T15:54:00-06:00,2020-02-18T11:17:44-06:00,780,0,Monday
390420321955,FEDEX.GROUND,75211,32225,2020-02-17T15:54:00-06:00,2020-02-20T11:32:49-05:00,322,2,Monday
390555511832,FEDEX.GROUND,75211,80132,2020-02-21T16:03:00-06:00,2020-02-24T10:06:58-07:00,801,1,Friday
390421077198,FEDEX.GROUND,75211,74401,2020-02-17T15:54:00-06:00,2020-02-18T10:38:10-06:00,744,0,Monday
779913008465,FEDEX.GROUND,75211,67401,2020-01-27T15:47:00-06:00,2020-01-29T09:13:03-06:00,674,2,Monday
779943337922,FEDEX.GROUND,75211,76401,2020-01-28T16:03:00-06:00,2020-01-29T11:09:34-06:00,764,1,Tuesday
779928747247,FEDEX.GROUND,75211,72023,2020-01-29T16:06:00-06:00,2020-01-30T10:32:04-06:00,720,1,Wednesday
779928270973,FEDEX.GROUND,75211,73533,2020-01-29T00:00:00,2020-01-31T11:36:51-06:00,735,2,Wednesday
779902136129,FEDEX.GROUND,75211,92504,2020-01-27T16:50:00-06:00,2020-01-30T13:25:09-08:00,925,3,Monday
390117989931,FEDEX.GROUND,75211,79601,2020-02-03T17:12:00-06:00,2020-02-04T11:41:35-06:00,796,1,Monday
390564698599,FEDEX.GROUND,75211,90280,2020-02-21T00:00:00,2020-02-24T14:54:13-08:00,902,1,Friday
779909248005,FEDEX.GROUND,75211,85308,2020-01-27T00:00:00,2020-01-30T08:39:16-07:00,853,3,Monday
390419595396,FEDEX.GROUND,75211,45833,2020-02-18T00:00:00,2020-02-21T10:30:41-05:00,458,3,Tuesday
390419975248,FEDEX.GROUND,75211,95457,2020-02-17T15:54:00-06:00,2020-02-20T16:12:35-08:00,954,2,Monday
779947352115,FEDEX.GROUND,75211,76302,2020-01-28T15:52:00-06:00,2020-01-29T08:59:16-06:00,763,1,Tuesday
779895788540,FEDEX.GROUND,75211,80124,2020-01-27T00:00:00,2020-01-29T08:56:12-07:00,801,2,Monday
779897478381,FEDEX.GROUND,75211,92591,2020-01-27T16:50:00-06:00,2020-01-30T12:32:55-08:00,925,3,Monday
390120989765,FEDEX.GROUND,75211,77474,2020-02-03T16:10:00-06:00,2020-02-04T11:14:42-06:00,774,1,Monday
390106859387,FEDEX.GROUND,75211,74074,2020-02-03T17:12:00-06:00,2020-02-04T11:54:42-06:00,740,1,Monday
390417567224,FEDEX.GROUND,75211,29730,2020-02-17T15:54:00-06:00,2020-02-20T11:59:44-05:00,297,2,Monday
779946319668,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779903761361,FEDEX.GROUND,75211,75605,2020-01-28T00:00:00,2020-01-30T11:48:08-06:00,756,2,Tuesday
390121038067,FEDEX.GROUND,75211,72921,2020-02-03T16:10:00-06:00,2020-02-04T11:01:24-06:00,729,1,Monday
390119561768,FEDEX.GROUND,75211,73118,2020-02-03T16:10:00-06:00,2020-02-04T09:23:52-06:00,731,1,Monday
390449572480,FEDEX.GROUND,75211,94582,2020-02-18T00:00:00,2020-02-21T14:48:39-08:00,945,3,Tuesday
779921313953,FEDEX.GROUND,75211,87410,2020-01-27T17:31:00-06:00,2020-01-31T12:03:39-07:00,874,4,Monday
779945893892,FEDEX.GROUND,75211,72076,2020-01-28T15:52:00-06:00,2020-01-29T09:23:25-06:00,720,1,Tuesday
779925112350,FEDEX.GROUND,75211,34103,2020-01-28T16:03:00-06:00,2020-01-31T13:53:02-05:00,341,3,Tuesday
779916906890,FEDEX.GROUND,75211,70471,2020-01-27T00:00:00,2020-01-29T13:01:49-06:00,704,2,Monday
390120550250,FEDEX.GROUND,75211,77077,2020-02-03T16:10:00-06:00,2020-02-04T10:19:16-06:00,770,1,Monday
390475606228,FEDEX.GROUND,75211,77475,2020-02-18T00:00:00,2020-02-19T10:20:50-06:00,774,1,Tuesday
779910974715,FEDEX.GROUND,75211,29466,2020-01-27T14:59:00-06:00,2020-01-30T10:04:44-05:00,294,3,Monday
779917538776,FEDEX.GROUND,75211,70058,2020-01-27T15:47:00-06:00,2020-01-29T09:55:25-06:00,700,2,Monday
779900130047,FEDEX.GROUND,75211,36801,2020-01-27T00:00:00,2020-01-30T09:22:35-05:00,368,3,Monday
779903627054,FEDEX.GROUND,75211,80524,2020-01-29T00:00:00,2020-02-03T14:09:58-07:00,805,3,Wednesday
779924854647,FEDEX.GROUND,75211,85326,2020-01-28T16:03:00-06:00,2020-01-31T08:41:52-07:00,853,3,Tuesday
779946316625,FEDEX.GROUND,75211,67205,2020-01-29T00:00:00,2020-01-30T10:03:40-06:00,672,1,Wednesday
779917754425,FEDEX.GROUND,75211,75409,2020-01-27T15:47:00-06:00,2020-01-28T09:20:56-06:00,754,1,Monday
779907655406,FEDEX.GROUND,75211,66092,2020-01-27T00:00:00,2020-01-29T11:44:04-06:00,660,2,Monday
779905111400,FEDEX.GROUND,75211,96086,2020-01-27T00:00:00,2020-01-30T13:21:26-08:00,960,3,Monday
779915651258,FEDEX.GROUND,75211,06351,2020-01-27T15:47:00-06:00,2020-01-30T08:53:50-05:00,063,3,Monday
390122375754,FEDEX.GROUND,75211,77802,2020-02-03T16:10:00-06:00,2020-02-04T09:54:01-06:00,778,1,Monday
779946984257,FEDEX.GROUND,75211,58233,2020-01-28T15:52:00-06:00,2020-01-31T12:04:30-06:00,582,3,Tuesday
779928270984,FEDEX.GROUND,75211,79936,2020-01-29T00:00:00,2020-01-31T08:40:37-07:00,799,2,Wednesday
390429745700,FEDEX.GROUND,75211,39157,2020-02-17T16:56:00-06:00,2020-02-19T11:45:35-06:00,391,1,Monday
779905352759,FEDEX.GROUND,75211,89508,2020-01-27T00:00:00,2020-01-30T11:53:44-08:00,895,3,Monday
