zip_group_to,day_of_week,days_req,n_success,n_failure,n,percentage,confidence_yes,confidence_no,decision,successRateTargetPct,n_success_aggregate,n_failure_aggregate,n_aggregate,percentage_aggregate,confidence_yes_aggregate,confidence_no_aggregate,decision_aggregate,successRateTargetPct_aggregate
737,Monday,3,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
740,Monday,0,4,15,19,0.21052631578947367,3.0064650184425717e-26,1.0000000000000002,no,0.985,4,19,23,0.17391304347826086,3.335803349847834e-33,0.9999999999999999,no,0.985
740,Tuesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,4,19,23,0.17391304347826086,3.335803349847834e-33,0.9999999999999999,no,0.985
740,Monday,1,19,0,19,1.0,0.26086356665289817,0.7391364333471016,defer,0.985,23,0,23,1.0,0.3042238593917738,0.6957761406082258,defer,0.985
740,Tuesday,1,4,0,4,1.0,0.07278349763437506,0.927216502365625,defer,0.985,23,0,23,1.0,0.3042238593917738,0.6957761406082258,defer,0.985
740,Monday,2,19,0,19,1.0,0.33239202824490577,0.6676079717550946,defer,0.98,23,0,23,1.0,0.38421966349092174,0.6157803365090784,defer,0.98
740,Tuesday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,23,0,23,1.0,0.38421966349092174,0.6157803365090784,defer,0.98
740,Monday,3,19,0,19,1.0,0.33239202824490577,0.6676079717550946,defer,0.98,23,0,23,1.0,0.38421966349092174,0.6157803365090784,defer,0.98
740,Tuesday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,23,0,23,1.0,0.38421966349092174,0.6157803365090784,defer,0.98
741,Monday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985
741,Wednesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985
741,Monday,1,4,0,4,1.0,0.07278349763437506,0.927216502365625,defer,0.985,8,0,8,1.0,0.12717721598056547,0.8728227840194344,defer,0.985
741,Wednesday,1,4,0,4,1.0,0.07278349763437506,0.927216502365625,defer,0.985,8,0,8,1.0,0.12717721598056547,0.8728227840194344,defer,0.985
741,Monday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
741,Wednesday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
741,Monday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
741,Wednesday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
744,Monday,0,3,5,8,0.375,9.203891085000288e-10,0.999999999079611,no,0.985,3,7,10,0.3,4.061891905840014e-13,0.999999999999594,no,0.985
744,Wednesday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,3,7,10,0.3,4.061891905840014e-13,0.999999999999594,no,0.985
744,Monday,1,8,0,8,1.0,0.12717721598056547,0.8728227840194344,defer,0.985,10,0,10,1.0,0.1531655143747441,0.8468344856252558,defer,0.985
744,Wednesday,1,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985,10,0,10,1.0,0.1531655143747441,0.8468344856252558,defer,0.985
744,Monday,2,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98
744,Wednesday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98
744,Monday,3,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98
744,Wednesday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98
746,Monday,0,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,5,5,0.0,1.1390625000000358e-11,0.9999999999886096,no,0.985
746,Tuesday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,5,5,0.0,1.1390625000000358e-11,0.9999999999886096,no,0.985
746,Monday,1,3,0,3,1.0,0.058663449375000044,0.9413365506249999,defer,0.985,3,2,5,0.6,6.524909859375096e-05,0.9999347509014064,no,0.985
746,Tuesday,1,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,3,2,5,0.6,6.524909859375096e-05,0.9999347509014064,no,0.985
746,Monday,2,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98
746,Tuesday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98
746,Monday,3,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98
746,Tuesday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98
747,Monday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
747,Monday,1,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985
747,Monday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
747,Monday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
748,Monday,0,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985
748,Monday,1,8,0,8,1.0,0.12717721598056547,0.8728227840194344,defer,0.985,8,0,8,1.0,0.12717721598056547,0.8728227840194344,defer,0.985
748,Monday,2,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
748,Monday,3,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
750,Monday,0,3,27,30,0.1,3.6667218317863837e-48,0.9999999999999996,no,0.985,7,50,57,0.12280701754385964,2.59235662006368e-85,1.0000000000000004,no,0.985
750,Tuesday,0,0,17,17,0.0,1.477891880035533e-33,1.0000000000000007,no,0.985,7,50,57,0.12280701754385964,2.59235662006368e-85,1.0000000000000004,no,0.985
750,Wednesday,0,4,6,10,0.4,5.348212684305225e-11,0.9999999999465178,no,0.985,7,50,57,0.12280701754385964,2.59235662006368e-85,1.0000000000000004,no,0.985
750,Monday,1,25,5,30,0.8333333333333334,6.075197194128934e-06,0.999993924802806,no,0.985,51,6,57,0.8947368421052632,2.6285626475432152e-05,0.9999737143735246,no,0.985
750,Tuesday,1,17,0,17,1.0,0.2381803876965634,0.7618196123034363,defer,0.985,51,6,57,0.8947368421052632,2.6285626475432152e-05,0.9999737143735246,no,0.985
750,Wednesday,1,9,1,10,0.9,0.011309991401985568,0.9886900085980145,no,0.985,51,6,57,0.8947368421052632,2.6285626475432152e-05,0.9999737143735246,no,0.985
750,Monday,2,30,0,30,1.0,0.465425367005212,0.5345746329947884,defer,0.98,57,0,57,1.0,0.6901779022364427,0.30982209776355646,yes,0.98
750,Tuesday,2,17,0,17,1.0,0.3048646691429673,0.6951353308570332,defer,0.98,57,0,57,1.0,0.6901779022364427,0.30982209776355646,yes,0.98
750,Wednesday,2,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98,57,0,57,1.0,0.6901779022364427,0.30982209776355646,yes,0.98
750,Monday,3,30,0,30,1.0,0.465425367005212,0.5345746329947884,defer,0.98,57,0,57,1.0,0.6901779022364427,0.30982209776355646,yes,0.98
750,Tuesday,3,17,0,17,1.0,0.3048646691429673,0.6951353308570332,defer,0.98,57,0,57,1.0,0.6901779022364427,0.30982209776355646,yes,0.98
750,Wednesday,3,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98,57,0,57,1.0,0.6901779022364427,0.30982209776355646,yes,0.98
751,Monday,0,0,12,12,0.0,1.9461950683595057e-24,1.0000000000000004,no,0.985,0,18,18,0.0,2.2168378200533084e-35,1.0000000000000009,no,0.985
751,Tuesday,0,0,6,6,0.0,1.7085937500000632e-13,0.9999999999998294,no,0.985,0,18,18,0.0,2.2168378200533084e-35,1.0000000000000009,no,0.985
751,Monday,1,12,0,12,1.0,0.1783800111842361,0.8216199888157638,defer,0.985,18,0,18,1.0,0.24960768188111493,0.7503923181188848,defer,0.985
751,Tuesday,1,6,0,6,1.0,0.10039136899231155,0.8996086310076884,defer,0.985,18,0,18,1.0,0.24960768188111493,0.7503923181188848,defer,0.985
751,Monday,2,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98,18,0,18,1.0,0.31876737576010794,0.6812326242398925,defer,0.98
751,Tuesday,2,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,18,0,18,1.0,0.31876737576010794,0.6812326242398925,defer,0.98
751,Monday,3,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98,18,0,18,1.0,0.31876737576010794,0.6812326242398925,defer,0.98
751,Tuesday,3,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,18,0,18,1.0,0.31876737576010794,0.6812326242398925,defer,0.98
752,Monday,0,0,6,6,0.0,1.7085937500000632e-13,0.9999999999998294,no,0.985,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985
752,Tuesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985
752,Wednesday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985
752,Monday,1,2,4,6,0.3333333333333333,1.5550766015625402e-08,0.9999999844492339,no,0.985,7,4,11,0.6363636363636364,5.507863070490003e-07,0.999999449213693,no,0.985
752,Tuesday,1,4,0,4,1.0,0.07278349763437506,0.927216502365625,defer,0.985,7,4,11,0.6363636363636364,5.507863070490003e-07,0.999999449213693,no,0.985
752,Wednesday,1,1,0,1,1.0,0.029775000000000017,0.9702249999999999,defer,0.985,7,4,11,0.6363636363636364,5.507863070490003e-07,0.999999449213693,no,0.985
752,Monday,2,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
752,Tuesday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
752,Wednesday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
752,Monday,3,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
752,Tuesday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
752,Wednesday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
754,Monday,0,0,20,20,0.0,4.987885095119984e-39,1.0000000000000009,no,0.985,0,20,20,0.0,4.987885095119984e-39,1.0000000000000009,no,0.985
754,Monday,1,20,0,20,1.0,0.2719506131531047,0.7280493868468951,defer,0.985,20,0,20,1.0,0.2719506131531047,0.7280493868468951,defer,0.985
754,Monday,2,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98
754,Monday,3,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98
755,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
755,Monday,1,1,0,1,1.0,0.029775000000000017,0.9702249999999999,defer,0.985,1,0,1,1.0,0.029775000000000017,0.9702249999999999,defer,0.985
755,Monday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
755,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
756,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
756,Tuesday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
756,Wednesday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985
756,Monday,1,1,0,1,1.0,0.029775000000000017,0.9702249999999999,defer,0.985,1,2,3,0.3333333333333333,1.3348125000000198e-05,0.9999866518749998,no,0.985
756,Tuesday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,1,2,3,0.3333333333333333,1.3348125000000198e-05,0.9999866518749998,no,0.985
756,Wednesday,1,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,1,2,3,0.3333333333333333,1.3348125000000198e-05,0.9999866518749998,no,0.985
756,Monday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
756,Tuesday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
756,Wednesday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
756,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
756,Tuesday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
756,Wednesday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98
757,Monday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,20,20,0.0,4.987885095119984e-39,1.0000000000000009,no,0.985
757,Tuesday,0,0,5,5,0.0,1.1390625000000358e-11,0.9999999999886096,no,0.985,0,20,20,0.0,4.987885095119984e-39,1.0000000000000009,no,0.985
757,Wednesday,0,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985,0,20,20,0.0,4.987885095119984e-39,1.0000000000000009,no,0.985
757,Monday,1,4,0,4,1.0,0.07278349763437506,0.927216502365625,defer,0.985,13,7,20,0.65,4.380937060086438e-10,0.9999999995619062,no,0.985
757,Tuesday,1,5,0,5,1.0,0.08669174516985942,0.9133082548301406,defer,0.985,13,7,20,0.65,4.380937060086438e-10,0.9999999995619062,no,0.985
757,Wednesday,1,4,7,11,0.36363636363636365,1.2023282553710295e-12,0.9999999999987976,no,0.985,13,7,20,0.65,4.380937060086438e-10,0.9999999995619062,no,0.985
757,Monday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98
757,Tuesday,2,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98
757,Wednesday,2,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98
757,Monday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98
757,Tuesday,3,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98
757,Wednesday,3,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98,20,0,20,1.0,0.34574418768000764,0.6542558123199927,defer,0.98
758,Monday,0,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985,0,1,1,0.0,0.00022500000000000205,0.9997750000000001,no,0.985
758,Monday,1,1,0,1,1.0,0.029775000000000017,0.9702249999999999,defer,0.985,1,0,1,1.0,0.029775000000000017,0.9702249999999999,defer,0.985
758,Monday,2,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
758,Monday,3,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98,1,0,1,1.0,0.03960000000000003,0.9603999999999999,defer,0.98
759,Monday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,5,5,0.0,1.1390625000000358e-11,0.9999999999886096,no,0.985
759,Tuesday,0,0,3,3,0.0,5.062500000000104e-08,0.9999999493749999,no,0.985,0,5,5,0.0,1.1390625000000358e-11,0.9999999999886096,no,0.985
759,Monday,1,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985,4,1,5,0.8,0.0032422599569531542,0.9967577400430467,no,0.985
759,Tuesday,1,2,1,3,0.6666666666666666,0.001323151875000012,0.9986768481249998,no,0.985,4,1,5,0.8,0.0032422599569531542,0.9967577400430467,no,0.985
759,Monday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98
759,Tuesday,2,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98
759,Monday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98
759,Tuesday,3,3,0,3,1.0,0.07763184000000006,0.9223681600000001,defer,0.98,5,0,5,1.0,0.11415761913600012,0.885842380864,defer,0.98
760,Monday,0,7,32,39,0.1794871794871795,1.0888224228149302e-53,1.0000000000000002,no,0.985,7,52,59,0.11864406779661017,7.491491553427537e-89,1.0000000000000004,no,0.985
760,Tuesday,0,0,10,10,0.0,8.649755859375498e-21,1.0000000000000002,no,0.985,7,52,59,0.11864406779661017,7.491491553427537e-89,1.0000000000000004,no,0.985
760,Wednesday,0,0,10,10,0.0,8.649755859375498e-21,1.0000000000000002,no,0.985,7,52,59,0.11864406779661017,7.491491553427537e-89,1.0000000000000004,no,0.985
760,Monday,1,39,0,39,1.0,0.4536773328989249,0.5463226671010755,defer,0.985,51,8,59,0.864406779661017,2.848542491805935e-07,0.9999997151457511,no,0.985
760,Tuesday,1,2,8,10,0.2,2.057685615966894e-15,0.9999999999999982,no,0.985,51,8,59,0.864406779661017,2.848542491805935e-07,0.9999997151457511,no,0.985
760,Wednesday,1,10,0,10,1.0,0.1531655143747441,0.8468344856252558,defer,0.985,51,8,59,0.864406779661017,2.848542491805935e-07,0.9999997151457511,no,0.985
760,Monday,2,39,0,39,1.0,0.5542995960490495,0.445700403950951,yes,0.98,59,0,59,1.0,0.7024468573078797,0.29755314269211974,yes,0.98
760,Tuesday,2,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98,59,0,59,1.0,0.7024468573078797,0.29755314269211974,yes,0.98
760,Wednesday,2,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98,59,0,59,1.0,0.7024468573078797,0.29755314269211974,yes,0.98
760,Monday,3,39,0,39,1.0,0.5542995960490495,0.445700403950951,yes,0.98,59,0,59,1.0,0.7024468573078797,0.29755314269211974,yes,0.98
760,Tuesday,3,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98,59,0,59,1.0,0.7024468573078797,0.29755314269211974,yes,0.98
760,Wednesday,3,10,0,10,1.0,0.1992686492502042,0.8007313507497961,defer,0.98,59,0,59,1.0,0.7024468573078797,0.29755314269211974,yes,0.98
761,Friday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,4,20,24,0.16666666666666666,5.956005465307069e-35,0.9999999999999997,no,0.985
761,Monday,0,4,8,12,0.3333333333333333,2.6032787148195666e-14,0.9999999999999741,no,0.985,4,20,24,0.16666666666666666,5.956005465307069e-35,0.9999999999999997,no,0.985
761,Tuesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,4,20,24,0.16666666666666666,5.956005465307069e-35,0.9999999999999997,no,0.985
761,Wednesday,0,0,6,6,0.0,1.7085937500000632e-13,0.9999999999998294,no,0.985,4,20,24,0.16666666666666666,5.956005465307069e-35,0.9999999999999997,no,0.985
761,Friday,1,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985,18,6,24,0.75,6.477693937284753e-08,0.9999999352230607,no,0.985
761,Monday,1,12,0,12,1.0,0.1783800111842361,0.8216199888157638,defer,0.985,18,6,24,0.75,6.477693937284753e-08,0.9999999352230607,no,0.985
761,Tuesday,1,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,18,6,24,0.75,6.477693937284753e-08,0.9999999352230607,no,0.985
761,Wednesday,1,4,2,6,0.6666666666666666,0.00011290426146914222,0.9998870957385307,no,0.985,18,6,24,0.75,6.477693937284753e-08,0.9999999352230607,no,0.985
761,Friday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,24,0,24,1.0,0.39653527022110346,0.603464729778897,defer,0.98
761,Monday,2,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98,24,0,24,1.0,0.39653527022110346,0.603464729778897,defer,0.98
761,Tuesday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,24,0,24,1.0,0.39653527022110346,0.603464729778897,defer,0.98
761,Wednesday,2,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,24,0,24,1.0,0.39653527022110346,0.603464729778897,defer,0.98
761,Friday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,24,0,24,1.0,0.39653527022110346,0.603464729778897,defer,0.98
761,Monday,3,12,0,12,1.0,0.23097761073989614,0.769022389260104,defer,0.98,24,0,24,1.0,0.39653527022110346,0.603464729778897,defer,0.98
761,Tuesday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,24,0,24,1.0,0.39653527022110346,0.603464729778897,defer,0.98
761,Wednesday,3,6,0,6,1.0,0.1318744667532801,0.86812553324672,defer,0.98,24,0,24,1.0,0.39653527022110346,0.603464729778897,defer,0.98
762,Monday,0,0,9,9,0.0,5.766503906250303e-19,1.0000000000000004,no,0.985,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985
762,Thursday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,11,11,0.0,1.297463378906331e-22,1.0000000000000007,no,0.985
762,Monday,1,9,0,9,1.0,0.14026955774085698,0.859730442259143,defer,0.985,11,0,11,1.0,0.16586803165912295,0.8341319683408769,defer,0.985
762,Thursday,1,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985,11,0,11,1.0,0.16586803165912295,0.8341319683408769,defer,0.985
762,Monday,2,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
762,Thursday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
762,Monday,3,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
762,Thursday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,11,0,11,1.0,0.21528327626520016,0.7847167237348001,defer,0.98
763,Monday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,9,9,0.0,5.766503906250303e-19,1.0000000000000004,no,0.985
763,Tuesday,0,0,7,7,0.0,2.562890625000108e-15,0.9999999999999976,no,0.985,0,9,9,0.0,5.766503906250303e-19,1.0000000000000004,no,0.985
763,Monday,1,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985,7,2,9,0.7777777777777778,0.0003742308098231921,0.9996257691901769,no,0.985
763,Tuesday,1,5,2,7,0.7142857142857143,0.0001786207310743069,0.9998213792689256,no,0.985,7,2,9,0.7777777777777778,0.0003742308098231921,0.9996257691901769,no,0.985
763,Monday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98
763,Tuesday,2,7,0,7,1.0,0.1492369774182145,0.8507630225817856,defer,0.98,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98
763,Monday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98
763,Tuesday,3,7,0,7,1.0,0.1492369774182145,0.8507630225817856,defer,0.98,9,0,9,1.0,0.18292719311245326,0.8170728068875469,defer,0.98
764,Tuesday,0,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985,0,2,2,0.0,3.3750000000000503e-06,0.9999966250000001,no,0.985
764,Tuesday,1,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985,2,0,2,1.0,0.04432837500000003,0.955671625,defer,0.985
764,Tuesday,2,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
764,Tuesday,3,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98,2,0,2,1.0,0.05880800000000005,0.9411920000000001,defer,0.98
765,Monday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985
765,Wednesday,0,0,4,4,0.0,7.593750000000196e-10,0.9999999992406251,no,0.985,0,8,8,0.0,3.844335937500182e-17,1.0000000000000004,no,0.985
765,Monday,1,4,0,4,1.0,0.07278349763437506,0.927216502365625,defer,0.985,8,0,8,1.0,0.12717721598056547,0.8728227840194344,defer,0.985
765,Wednesday,1,4,0,4,1.0,0.07278349763437506,0.927216502365625,defer,0.985,8,0,8,1.0,0.12717721598056547,0.8728227840194344,defer,0.985
765,Monday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
765,Wednesday,2,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
765,Monday,3,4,0,4,1.0,0.09607920320000009,0.9039207967999999,defer,0.98,8,0,8,1.0,0.16625223786985024,0.8337477621301499,defer,0.98
